customer_id,product_name,product_id,interaction_type,interaction_date
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Internet banking,3,viewed,2024-01-08
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Credit cards,6,viewed,2024-10-18
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Loans,1,purchased,2024-07-26
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Loans,1,purchased,2024-10-05
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Loans,1,clicked,2024-09-16
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Loans,1,viewed,2024-11-04
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Debit cards,7,purchased,2024-05-31
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Financial education,5,purchased,2024-01-31
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Internet banking,3,purchased,2024-08-19
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Insurance,8,viewed,2024-02-29
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Loans,1,viewed,2024-03-26
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Mobile banking,4,purchased,2024-03-25
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Financial education,5,purchased,2024-10-22
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Insurance,8,purchased,2024-09-15
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Credit cards,6,purchased,2024-07-24
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Savings accounts,2,viewed,2024-07-31
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Mobile banking,4,purchased,2024-06-23
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Credit cards,6,purchased,2024-08-25
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Debit cards,7,viewed,2024-02-06
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Mobile banking,4,purchased,2024-11-21
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Credit cards,6,viewed,2024-07-03
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Loans,1,clicked,2024-04-03
fd7788c8-aed3-4ddc-a5b6-d014c6794b4c,Loans,1,purchased,2024-01-13
7beedae3-18cd-4b3a-944b-75d73c12ff33,Insurance,8,viewed,2024-07-25
7beedae3-18cd-4b3a-944b-75d73c12ff33,Internet banking,3,clicked,2024-04-01
7beedae3-18cd-4b3a-944b-75d73c12ff33,Debit cards,7,clicked,2024-08-30
7beedae3-18cd-4b3a-944b-75d73c12ff33,Mobile banking,4,clicked,2024-10-24
7beedae3-18cd-4b3a-944b-75d73c12ff33,Savings accounts,2,viewed,2024-06-29
7beedae3-18cd-4b3a-944b-75d73c12ff33,Mobile banking,4,viewed,2024-05-16
7beedae3-18cd-4b3a-944b-75d73c12ff33,Loans,1,viewed,2024-04-23
7beedae3-18cd-4b3a-944b-75d73c12ff33,Financial education,5,clicked,2024-10-13
7beedae3-18cd-4b3a-944b-75d73c12ff33,Debit cards,7,purchased,2024-01-19
7beedae3-18cd-4b3a-944b-75d73c12ff33,Insurance,8,purchased,2024-02-23
7beedae3-18cd-4b3a-944b-75d73c12ff33,Debit cards,7,viewed,2024-07-01
7beedae3-18cd-4b3a-944b-75d73c12ff33,Debit cards,7,purchased,2024-06-17
7beedae3-18cd-4b3a-944b-75d73c12ff33,Savings accounts,2,clicked,2024-06-14
7beedae3-18cd-4b3a-944b-75d73c12ff33,Savings accounts,2,viewed,2024-07-11
7beedae3-18cd-4b3a-944b-75d73c12ff33,Internet banking,3,purchased,2024-07-18
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Financial education,5,purchased,2024-06-28
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Loans,1,viewed,2024-12-05
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Credit cards,6,clicked,2024-03-15
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Insurance,8,clicked,2024-05-29
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Financial education,5,clicked,2024-09-07
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Debit cards,7,purchased,2024-10-03
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Mobile banking,4,clicked,2024-01-04
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Internet banking,3,clicked,2024-08-23
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Savings accounts,2,viewed,2024-06-25
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Credit cards,6,viewed,2024-11-26
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Loans,1,clicked,2024-07-30
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Mobile banking,4,viewed,2024-04-09
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Mobile banking,4,viewed,2024-12-07
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Savings accounts,2,purchased,2024-08-08
06df217c-98aa-4d9e-961d-5b76f80c4f6a,Internet banking,3,purchased,2024-03-01
fd93b431-2a5a-44f8-8052-a94a5472af4c,Credit cards,6,clicked,2024-04-03
fd93b431-2a5a-44f8-8052-a94a5472af4c,Insurance,8,purchased,2024-02-12
fd93b431-2a5a-44f8-8052-a94a5472af4c,Debit cards,7,clicked,2024-01-24
fd93b431-2a5a-44f8-8052-a94a5472af4c,Financial education,5,purchased,2024-06-06
fd93b431-2a5a-44f8-8052-a94a5472af4c,Internet banking,3,purchased,2024-09-30
fd93b431-2a5a-44f8-8052-a94a5472af4c,Mobile banking,4,clicked,2024-04-04
fd93b431-2a5a-44f8-8052-a94a5472af4c,Financial education,5,purchased,2024-02-09
fd93b431-2a5a-44f8-8052-a94a5472af4c,Credit cards,6,purchased,2024-01-26
fd93b431-2a5a-44f8-8052-a94a5472af4c,Financial education,5,viewed,2024-05-04
fd93b431-2a5a-44f8-8052-a94a5472af4c,Loans,1,purchased,2024-02-26
fd93b431-2a5a-44f8-8052-a94a5472af4c,Loans,1,clicked,2024-05-11
fd93b431-2a5a-44f8-8052-a94a5472af4c,Loans,1,purchased,2024-03-01
fd93b431-2a5a-44f8-8052-a94a5472af4c,Debit cards,7,clicked,2024-03-15
fd93b431-2a5a-44f8-8052-a94a5472af4c,Savings accounts,2,purchased,2024-11-09
fd93b431-2a5a-44f8-8052-a94a5472af4c,Internet banking,3,purchased,2024-10-16
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Mobile banking,4,viewed,2024-04-04
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Savings accounts,2,purchased,2024-01-23
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Loans,1,clicked,2024-07-14
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Loans,1,clicked,2024-09-04
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Savings accounts,2,viewed,2024-03-13
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Internet banking,3,viewed,2024-06-05
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Financial education,5,purchased,2024-05-16
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Financial education,5,purchased,2024-11-10
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Insurance,8,viewed,2024-08-27
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Insurance,8,purchased,2024-09-14
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Internet banking,3,viewed,2024-04-18
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Savings accounts,2,purchased,2024-03-01
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Mobile banking,4,purchased,2024-06-17
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Savings accounts,2,clicked,2024-11-10
35c26ca3-7eed-4599-b5f1-7a8fc0571064,Mobile banking,4,purchased,2024-06-03
61e520a6-92c3-4760-b15c-0105d4876a2f,Loans,1,viewed,2024-05-25
61e520a6-92c3-4760-b15c-0105d4876a2f,Savings accounts,2,clicked,2024-03-27
61e520a6-92c3-4760-b15c-0105d4876a2f,Financial education,5,clicked,2024-08-03
61e520a6-92c3-4760-b15c-0105d4876a2f,Savings accounts,2,purchased,2024-08-14
61e520a6-92c3-4760-b15c-0105d4876a2f,Internet banking,3,purchased,2024-09-05
61e520a6-92c3-4760-b15c-0105d4876a2f,Credit cards,6,clicked,2024-01-31
61e520a6-92c3-4760-b15c-0105d4876a2f,Insurance,8,clicked,2024-05-14
61e520a6-92c3-4760-b15c-0105d4876a2f,Savings accounts,2,viewed,2024-06-19
61e520a6-92c3-4760-b15c-0105d4876a2f,Internet banking,3,purchased,2024-11-22
61e520a6-92c3-4760-b15c-0105d4876a2f,Debit cards,7,clicked,2024-07-24
61e520a6-92c3-4760-b15c-0105d4876a2f,Savings accounts,2,purchased,2024-09-18
61e520a6-92c3-4760-b15c-0105d4876a2f,Credit cards,6,purchased,2024-05-20
61e520a6-92c3-4760-b15c-0105d4876a2f,Mobile banking,4,purchased,2024-04-15
61e520a6-92c3-4760-b15c-0105d4876a2f,Internet banking,3,purchased,2024-01-17
61e520a6-92c3-4760-b15c-0105d4876a2f,Savings accounts,2,viewed,2024-04-26
07df3c01-3b29-4d5d-995f-ae84aabefb18,Loans,1,purchased,2024-11-19
07df3c01-3b29-4d5d-995f-ae84aabefb18,Mobile banking,4,viewed,2024-04-18
07df3c01-3b29-4d5d-995f-ae84aabefb18,Savings accounts,2,viewed,2024-12-01
07df3c01-3b29-4d5d-995f-ae84aabefb18,Mobile banking,4,viewed,2024-01-03
07df3c01-3b29-4d5d-995f-ae84aabefb18,Loans,1,purchased,2024-09-25
07df3c01-3b29-4d5d-995f-ae84aabefb18,Insurance,8,viewed,2024-09-22
07df3c01-3b29-4d5d-995f-ae84aabefb18,Mobile banking,4,viewed,2024-07-04
07df3c01-3b29-4d5d-995f-ae84aabefb18,Credit cards,6,viewed,2024-04-10
07df3c01-3b29-4d5d-995f-ae84aabefb18,Debit cards,7,viewed,2024-10-11
07df3c01-3b29-4d5d-995f-ae84aabefb18,Internet banking,3,viewed,2024-04-06
07df3c01-3b29-4d5d-995f-ae84aabefb18,Savings accounts,2,viewed,2024-07-29
07df3c01-3b29-4d5d-995f-ae84aabefb18,Loans,1,viewed,2024-02-12
07df3c01-3b29-4d5d-995f-ae84aabefb18,Loans,1,purchased,2024-04-26
07df3c01-3b29-4d5d-995f-ae84aabefb18,Internet banking,3,purchased,2024-03-07
07df3c01-3b29-4d5d-995f-ae84aabefb18,Insurance,8,viewed,2024-04-09
3631dfee-34c8-44a7-a848-c033d67e2087,Mobile banking,4,purchased,2024-12-03
3631dfee-34c8-44a7-a848-c033d67e2087,Savings accounts,2,purchased,2024-05-13
3631dfee-34c8-44a7-a848-c033d67e2087,Insurance,8,viewed,2024-02-28
3631dfee-34c8-44a7-a848-c033d67e2087,Insurance,8,viewed,2024-04-11
3631dfee-34c8-44a7-a848-c033d67e2087,Debit cards,7,clicked,2024-01-21
3631dfee-34c8-44a7-a848-c033d67e2087,Internet banking,3,clicked,2024-06-27
3631dfee-34c8-44a7-a848-c033d67e2087,Mobile banking,4,viewed,2024-07-03
3631dfee-34c8-44a7-a848-c033d67e2087,Mobile banking,4,clicked,2024-07-21
3631dfee-34c8-44a7-a848-c033d67e2087,Loans,1,clicked,2024-03-29
3631dfee-34c8-44a7-a848-c033d67e2087,Mobile banking,4,clicked,2024-08-11
3631dfee-34c8-44a7-a848-c033d67e2087,Loans,1,viewed,2024-04-21
3631dfee-34c8-44a7-a848-c033d67e2087,Mobile banking,4,clicked,2024-07-17
3631dfee-34c8-44a7-a848-c033d67e2087,Loans,1,purchased,2024-02-12
3631dfee-34c8-44a7-a848-c033d67e2087,Debit cards,7,viewed,2024-11-27
3631dfee-34c8-44a7-a848-c033d67e2087,Internet banking,3,clicked,2024-07-08
a48db6ff-efda-465b-b715-63548f11ed00,Financial education,5,purchased,2024-05-21
a48db6ff-efda-465b-b715-63548f11ed00,Loans,1,clicked,2024-09-18
a48db6ff-efda-465b-b715-63548f11ed00,Debit cards,7,viewed,2024-03-01
a48db6ff-efda-465b-b715-63548f11ed00,Savings accounts,2,clicked,2024-03-18
a48db6ff-efda-465b-b715-63548f11ed00,Debit cards,7,viewed,2024-08-04
a48db6ff-efda-465b-b715-63548f11ed00,Savings accounts,2,clicked,2024-09-12
a48db6ff-efda-465b-b715-63548f11ed00,Financial education,5,viewed,2024-07-16
a48db6ff-efda-465b-b715-63548f11ed00,Savings accounts,2,viewed,2024-03-12
a48db6ff-efda-465b-b715-63548f11ed00,Insurance,8,clicked,2024-11-16
a48db6ff-efda-465b-b715-63548f11ed00,Savings accounts,2,clicked,2024-01-04
a48db6ff-efda-465b-b715-63548f11ed00,Loans,1,purchased,2024-09-05
a48db6ff-efda-465b-b715-63548f11ed00,Savings accounts,2,viewed,2024-01-01
a48db6ff-efda-465b-b715-63548f11ed00,Loans,1,purchased,2024-08-30
a48db6ff-efda-465b-b715-63548f11ed00,Debit cards,7,clicked,2024-04-09
a48db6ff-efda-465b-b715-63548f11ed00,Loans,1,clicked,2024-03-10
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Loans,1,purchased,2024-07-30
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Credit cards,6,clicked,2024-06-06
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Financial education,5,clicked,2024-04-15
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Internet banking,3,clicked,2024-07-12
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Savings accounts,2,clicked,2024-08-16
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Loans,1,clicked,2024-07-07
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Financial education,5,viewed,2024-09-04
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Financial education,5,viewed,2024-12-04
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Financial education,5,viewed,2024-08-17
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Financial education,5,purchased,2024-11-06
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Financial education,5,purchased,2024-03-22
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Mobile banking,4,clicked,2024-05-04
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Internet banking,3,clicked,2024-01-14
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Loans,1,purchased,2024-02-08
5a3c341a-2abf-4575-bd0b-2c6d9062e25e,Loans,1,purchased,2024-03-10
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Internet banking,3,clicked,2024-10-10
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Debit cards,7,viewed,2024-10-31
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Savings accounts,2,purchased,2024-08-17
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Savings accounts,2,viewed,2024-04-15
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Insurance,8,viewed,2024-11-29
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Internet banking,3,viewed,2024-03-07
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Credit cards,6,purchased,2024-04-24
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Internet banking,3,clicked,2024-08-24
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Internet banking,3,clicked,2024-10-05
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Credit cards,6,purchased,2024-02-28
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Internet banking,3,clicked,2024-03-25
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Internet banking,3,viewed,2024-01-08
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Loans,1,purchased,2024-09-21
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Savings accounts,2,purchased,2024-11-29
90a51b2b-675e-4d3b-acf1-0e6946fc1eb9,Loans,1,clicked,2024-03-19
16481b71-1053-4c67-8e9c-eb846d9fee3e,Credit cards,6,clicked,2024-02-08
16481b71-1053-4c67-8e9c-eb846d9fee3e,Savings accounts,2,clicked,2024-09-05
16481b71-1053-4c67-8e9c-eb846d9fee3e,Debit cards,7,clicked,2024-05-22
16481b71-1053-4c67-8e9c-eb846d9fee3e,Financial education,5,viewed,2024-03-27
16481b71-1053-4c67-8e9c-eb846d9fee3e,Financial education,5,clicked,2024-09-17
16481b71-1053-4c67-8e9c-eb846d9fee3e,Credit cards,6,viewed,2024-06-25
16481b71-1053-4c67-8e9c-eb846d9fee3e,Credit cards,6,viewed,2024-10-23
16481b71-1053-4c67-8e9c-eb846d9fee3e,Savings accounts,2,purchased,2024-10-29
16481b71-1053-4c67-8e9c-eb846d9fee3e,Insurance,8,viewed,2024-11-23
16481b71-1053-4c67-8e9c-eb846d9fee3e,Insurance,8,viewed,2024-02-04
16481b71-1053-4c67-8e9c-eb846d9fee3e,Internet banking,3,purchased,2024-02-27
16481b71-1053-4c67-8e9c-eb846d9fee3e,Financial education,5,clicked,2024-01-09
16481b71-1053-4c67-8e9c-eb846d9fee3e,Loans,1,viewed,2024-07-02
16481b71-1053-4c67-8e9c-eb846d9fee3e,Loans,1,clicked,2024-10-16
16481b71-1053-4c67-8e9c-eb846d9fee3e,Credit cards,6,clicked,2024-08-13
2b765e3e-4304-4c5b-b999-8142bfe4312e,Mobile banking,4,purchased,2024-07-15
2b765e3e-4304-4c5b-b999-8142bfe4312e,Credit cards,6,viewed,2024-08-12
2b765e3e-4304-4c5b-b999-8142bfe4312e,Savings accounts,2,viewed,2024-10-06
2b765e3e-4304-4c5b-b999-8142bfe4312e,Financial education,5,clicked,2024-11-20
2b765e3e-4304-4c5b-b999-8142bfe4312e,Internet banking,3,viewed,2024-06-04
2b765e3e-4304-4c5b-b999-8142bfe4312e,Mobile banking,4,purchased,2024-11-22
2b765e3e-4304-4c5b-b999-8142bfe4312e,Loans,1,clicked,2024-08-01
2b765e3e-4304-4c5b-b999-8142bfe4312e,Savings accounts,2,purchased,2024-03-18
2b765e3e-4304-4c5b-b999-8142bfe4312e,Insurance,8,viewed,2024-01-16
2b765e3e-4304-4c5b-b999-8142bfe4312e,Insurance,8,clicked,2024-05-30
2b765e3e-4304-4c5b-b999-8142bfe4312e,Insurance,8,viewed,2024-01-01
2b765e3e-4304-4c5b-b999-8142bfe4312e,Credit cards,6,viewed,2024-08-19
2b765e3e-4304-4c5b-b999-8142bfe4312e,Debit cards,7,purchased,2024-09-29
2b765e3e-4304-4c5b-b999-8142bfe4312e,Debit cards,7,viewed,2024-07-29
2b765e3e-4304-4c5b-b999-8142bfe4312e,Credit cards,6,clicked,2024-02-15
e864a063-a134-40bb-8e41-65110d3aad4e,Mobile banking,4,viewed,2024-04-21
e864a063-a134-40bb-8e41-65110d3aad4e,Credit cards,6,viewed,2024-08-19
e864a063-a134-40bb-8e41-65110d3aad4e,Savings accounts,2,viewed,2024-04-23
e864a063-a134-40bb-8e41-65110d3aad4e,Internet banking,3,clicked,2024-10-13
e864a063-a134-40bb-8e41-65110d3aad4e,Debit cards,7,purchased,2024-07-02
e864a063-a134-40bb-8e41-65110d3aad4e,Insurance,8,clicked,2024-02-15
e864a063-a134-40bb-8e41-65110d3aad4e,Savings accounts,2,purchased,2024-01-11
e864a063-a134-40bb-8e41-65110d3aad4e,Mobile banking,4,purchased,2024-05-17
e864a063-a134-40bb-8e41-65110d3aad4e,Savings accounts,2,viewed,2024-05-08
e864a063-a134-40bb-8e41-65110d3aad4e,Credit cards,6,clicked,2024-11-28
e864a063-a134-40bb-8e41-65110d3aad4e,Insurance,8,viewed,2024-10-03
e864a063-a134-40bb-8e41-65110d3aad4e,Insurance,8,clicked,2024-12-07
e864a063-a134-40bb-8e41-65110d3aad4e,Internet banking,3,purchased,2024-10-10
e864a063-a134-40bb-8e41-65110d3aad4e,Insurance,8,clicked,2024-11-05
e864a063-a134-40bb-8e41-65110d3aad4e,Credit cards,6,viewed,2024-10-03
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Financial education,5,clicked,2024-08-08
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Mobile banking,4,clicked,2024-09-16
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Loans,1,purchased,2024-07-07
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Savings accounts,2,viewed,2024-06-13
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Loans,1,purchased,2024-03-26
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Internet banking,3,purchased,2024-01-21
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Savings accounts,2,clicked,2024-09-22
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Mobile banking,4,viewed,2024-03-17
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Mobile banking,4,purchased,2024-06-19
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Internet banking,3,purchased,2024-01-17
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Internet banking,3,purchased,2024-04-05
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Debit cards,7,purchased,2024-07-19
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Savings accounts,2,viewed,2024-04-11
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Debit cards,7,viewed,2024-03-29
af4b1b7a-4f4c-4f60-ba9c-977933c74ec4,Mobile banking,4,viewed,2024-07-11
9db093f9-2ed7-4553-89e4-901b103b1938,Insurance,8,viewed,2024-08-01
9db093f9-2ed7-4553-89e4-901b103b1938,Mobile banking,4,clicked,2024-08-02
9db093f9-2ed7-4553-89e4-901b103b1938,Savings accounts,2,viewed,2024-01-29
9db093f9-2ed7-4553-89e4-901b103b1938,Credit cards,6,purchased,2024-09-26
9db093f9-2ed7-4553-89e4-901b103b1938,Internet banking,3,clicked,2024-10-25
9db093f9-2ed7-4553-89e4-901b103b1938,Debit cards,7,purchased,2024-02-16
9db093f9-2ed7-4553-89e4-901b103b1938,Mobile banking,4,viewed,2024-02-06
9db093f9-2ed7-4553-89e4-901b103b1938,Debit cards,7,purchased,2024-11-19
9db093f9-2ed7-4553-89e4-901b103b1938,Credit cards,6,purchased,2024-12-04
9db093f9-2ed7-4553-89e4-901b103b1938,Savings accounts,2,purchased,2024-09-21
9db093f9-2ed7-4553-89e4-901b103b1938,Savings accounts,2,purchased,2024-08-18
9db093f9-2ed7-4553-89e4-901b103b1938,Loans,1,clicked,2024-02-01
9db093f9-2ed7-4553-89e4-901b103b1938,Savings accounts,2,clicked,2024-09-13
9db093f9-2ed7-4553-89e4-901b103b1938,Credit cards,6,viewed,2024-12-05
9db093f9-2ed7-4553-89e4-901b103b1938,Debit cards,7,clicked,2024-09-10
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Debit cards,7,clicked,2024-11-27
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Financial education,5,purchased,2024-07-04
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Mobile banking,4,purchased,2024-08-25
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Savings accounts,2,viewed,2024-09-06
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Debit cards,7,purchased,2024-10-08
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Loans,1,clicked,2024-09-10
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Credit cards,6,viewed,2024-10-13
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Debit cards,7,clicked,2024-03-28
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Credit cards,6,viewed,2024-09-01
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Mobile banking,4,purchased,2024-10-05
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Financial education,5,viewed,2024-09-17
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Internet banking,3,purchased,2024-10-20
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Financial education,5,purchased,2024-03-15
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Debit cards,7,clicked,2024-11-13
d22ce9b6-b993-4bb0-89a6-b7a01ffc0703,Mobile banking,4,clicked,2024-09-09
f7412246-9fff-4821-bcb7-5f553c4adcc4,Mobile banking,4,clicked,2024-08-01
f7412246-9fff-4821-bcb7-5f553c4adcc4,Credit cards,6,viewed,2024-04-04
f7412246-9fff-4821-bcb7-5f553c4adcc4,Savings accounts,2,viewed,2024-03-27
f7412246-9fff-4821-bcb7-5f553c4adcc4,Credit cards,6,clicked,2024-04-23
f7412246-9fff-4821-bcb7-5f553c4adcc4,Mobile banking,4,purchased,2024-07-14
f7412246-9fff-4821-bcb7-5f553c4adcc4,Internet banking,3,purchased,2024-07-16
f7412246-9fff-4821-bcb7-5f553c4adcc4,Mobile banking,4,clicked,2024-09-16
f7412246-9fff-4821-bcb7-5f553c4adcc4,Loans,1,viewed,2024-03-25
f7412246-9fff-4821-bcb7-5f553c4adcc4,Credit cards,6,purchased,2024-10-27
f7412246-9fff-4821-bcb7-5f553c4adcc4,Insurance,8,purchased,2024-09-16
f7412246-9fff-4821-bcb7-5f553c4adcc4,Financial education,5,clicked,2024-08-30
f7412246-9fff-4821-bcb7-5f553c4adcc4,Insurance,8,purchased,2024-07-20
f7412246-9fff-4821-bcb7-5f553c4adcc4,Insurance,8,viewed,2024-11-11
f7412246-9fff-4821-bcb7-5f553c4adcc4,Loans,1,viewed,2024-01-22
f7412246-9fff-4821-bcb7-5f553c4adcc4,Credit cards,6,viewed,2024-03-09
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Insurance,8,viewed,2024-04-17
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Debit cards,7,purchased,2024-11-08
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Insurance,8,purchased,2024-05-31
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Insurance,8,clicked,2024-08-06
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Internet banking,3,clicked,2024-11-22
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Savings accounts,2,clicked,2024-10-19
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Financial education,5,clicked,2024-06-15
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Financial education,5,clicked,2024-10-15
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Internet banking,3,purchased,2024-11-23
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Insurance,8,clicked,2024-08-26
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Credit cards,6,purchased,2024-11-22
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Debit cards,7,purchased,2024-07-15
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Debit cards,7,purchased,2024-10-12
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Debit cards,7,purchased,2024-02-15
dafece99-9cb7-4b3e-b9ae-d89bdd65ac87,Debit cards,7,viewed,2024-11-24
547ed943-1a93-4c91-8dbf-054ba226850b,Credit cards,6,clicked,2024-03-27
547ed943-1a93-4c91-8dbf-054ba226850b,Savings accounts,2,clicked,2024-04-11
547ed943-1a93-4c91-8dbf-054ba226850b,Savings accounts,2,purchased,2024-10-02
547ed943-1a93-4c91-8dbf-054ba226850b,Insurance,8,viewed,2024-04-03
547ed943-1a93-4c91-8dbf-054ba226850b,Insurance,8,viewed,2024-04-14
547ed943-1a93-4c91-8dbf-054ba226850b,Insurance,8,clicked,2024-06-30
547ed943-1a93-4c91-8dbf-054ba226850b,Loans,1,purchased,2024-09-26
547ed943-1a93-4c91-8dbf-054ba226850b,Financial education,5,purchased,2024-11-10
547ed943-1a93-4c91-8dbf-054ba226850b,Mobile banking,4,purchased,2024-09-25
